iter	Logloss
236	0.09537979346
237	0.09535542041
238	0.09534019939
239	0.09531991865
240	0.09528599313
241	0.09526367269
242	0.09523731175
243	0.09521054969
244	0.09520318358
245	0.09518592073
246	0.09517013004
247	0.09513980066
248	0.09512744693
249	0.09510715698
250	0.09506840087
251	0.09505272339
252	0.09503569578
253	0.09501040028
254	0.09499735408
255	0.09498101448
256	0.0949763855
257	0.09495910827
258	0.09494556965
259	0.0949250345
260	0.09491356374
261	0.09490532478
262	0.09489836042
263	0.09487844988
264	0.09486913663
265	0.09485603804
266	0.09483147428
267	0.09481371383
268	0.09479550446
269	0.09478504378
270	0.09476199114
271	0.0947468529
272	0.09473443403
273	0.09471670528
274	0.09469331318
275	0.09467039255
276	0.09464325373
277	0.09463219975
278	0.09461797262
279	0.09460429813
280	0.0945777383
281	0.09456592544
282	0.09455705109
283	0.09454996116
284	0.09453708485
285	0.09452257629
286	0.09450183789
287	0.09448140992
288	0.09445391543
289	0.09443243671
290	0.09442129274
291	0.09439044726
292	0.09437651255
293	0.09435073215
294	0.09433292846
295	0.09430796182
296	0.09428844842
297	0.0942747748
298	0.09426227055
299	0.09424620373
300	0.09423264266
301	0.09421854967
302	0.0941939793
303	0.09416958349
304	0.09415633372
305	0.09414882927
306	0.09412307568
307	0.09411549917
308	0.09409242634
309	0.09405788151
310	0.09404935576
311	0.09402650865
312	0.09400783599
313	0.09400133686
314	0.09398552998
315	0.09397574915
316	0.09395999017
317	0.09393013135
318	0.09390884423
319	0.09389478964
320	0.09388664643
321	0.09387065606
322	0.09384733927
323	0.09383704708
324	0.09382431871
325	0.09379963175
326	0.09378100602
327	0.09376074225
328	0.09373102547
329	0.09371588029
330	0.09369185997
331	0.09368022514
332	0.09365397096
333	0.09363745859
334	0.09361276531
335	0.09360264679
336	0.09358454737
337	0.09357278046
338	0.09355581106
339	0.09354096973
340	0.09352684606
341	0.09350443673
342	0.09348235238
343	0.09346686307
344	0.09345555222
345	0.09344184941
346	0.09343811727
347	0.09343092942
348	0.09341795271
349	0.09340936909
350	0.09339230208
351	0.09337306032
352	0.09336330535
353	0.09334899035
354	0.09333104475
355	0.0933149586
356	0.09329598596
357	0.09328176568
358	0.09325461222
359	0.09324899375
360	0.09324050954
361	0.09322857495
362	0.09321658854
363	0.0932008253
364	0.09318297993
365	0.09315809796
366	0.09314232305
367	0.09311765015
368	0.09310838198
369	0.09309116983
370	0.09307399396
371	0.09304557267
372	0.09303586889
373	0.09302807061
374	0.09300729198
375	0.09299516927
376	0.09298952742
377	0.09298023709
378	0.09296820632
379	0.09294460667
380	0.09293401607
381	0.09290908174
382	0.09289046356
383	0.09287620828
384	0.09285873968
385	0.09283708666
386	0.09281417104
387	0.09280266926
388	0.09278198083
389	0.09276771611
390	0.09275621155
391	0.09274502964
392	0.09273132119
393	0.09271659334
394	0.09269538252
395	0.09269021407
396	0.09267921084
397	0.09267210119
398	0.09265840827
399	0.09263412501
400	0.09262009745
401	0.09259209086
402	0.09258262887
403	0.09257159959
404	0.09256325254
405	0.0925540032
406	0.09254325278
407	0.09252091926
408	0.09251023656
409	0.09249054889
410	0.09247381699
411	0.09246060745
412	0.09245087926
413	0.09241854431
414	0.09241066185
415	0.09239978064
416	0.09238510589
417	0.09236375684
418	0.09234730924
419	0.09232313516
420	0.09230499334
421	0.09228989977
422	0.09226997435
423	0.0922485306
424	0.0922357279
425	0.09222455543
426	0.09221562617
427	0.09220483253
428	0.09218241891
429	0.09216112666
430	0.0921550529
431	0.0921430015
432	0.09213792555
433	0.09212372728
434	0.09211660207
435	0.09210193736
436	0.09208458452
437	0.09206881052
438	0.09204370505
439	0.09203761353
440	0.09201817147
441	0.09199741863
442	0.09197857131
443	0.0919706673
444	0.09195329965
445	0.09193546978
446	0.09192584691
447	0.09191755489
448	0.09190357228
449	0.09189528115
450	0.09188778294
451	0.09187061979
452	0.09185360681
453	0.09184858496
454	0.09183226539
455	0.09181954919
456	0.09180898886
457	0.09178312576
458	0.0917745135
459	0.09176198958
460	0.09174913461
461	0.09173738648
462	0.09172232849
463	0.09171055306
464	0.09168450816
465	0.09167267464
466	0.09166181976
467	0.09165171343
468	0.09163613428
469	0.09162134064
470	0.09160708283
471	0.09159692953
472	0.09157196961
473	0.09155568991
474	0.09153645274
475	0.09152016758
476	0.09150143479
477	0.09147717205
478	0.09146619435
479	0.09144196758
480	0.09142331344
481	0.09140382431
482	0.09138176597
483	0.09137427728
484	0.091356641
485	0.09134688072
486	0.09134033643
487	0.09133103871
488	0.0913218621
489	0.09130388148
490	0.09129532702
491	0.09127701683
492	0.09126349873
493	0.09124689078
494	0.09122620731
495	0.0912138377
496	0.0912015719
497	0.09118797621
498	0.09117748539
499	0.09116738353
500	0.09115139451
501	0.09114114932
502	0.09112422035
503	0.09111097075
504	0.09108697634
505	0.09107095763
506	0.09106433476
507	0.09105090521
508	0.09104404325
509	0.09103293054
510	0.0910182106
511	0.09101203001
512	0.09100347708
513	0.09098885704
514	0.09097580677
515	0.09095809715
516	0.09093938735
517	0.09092190972
518	0.09089851355
519	0.09088861768
520	0.09088332839
521	0.09086849924
522	0.09085300169
523	0.09083168057
524	0.09082107223
525	0.09080482541
526	0.0907971723
527	0.09078064906
528	0.09076671521
529	0.09075119364
530	0.09073930922
531	0.09072049102
532	0.09071124443
533	0.09069335299
534	0.09068690781
535	0.09066431985
536	0.090654224
537	0.09064688372
538	0.0906351688
539	0.09061676767
540	0.09060465045
541	0.09059300628
542	0.09058355449
543	0.09058098465
544	0.0905665753
545	0.09056179608
546	0.09055605313
547	0.09054703636
548	0.09052503333
549	0.09051738776
550	0.0905137822
551	0.09049773655
552	0.0904832304
553	0.09046931506
554	0.09045095473
555	0.0904430737
556	0.09043082475
557	0.09041757055
558	0.09040724084
559	0.090387321
560	0.09038326101
561	0.09036184678
562	0.09034216125
563	0.09033404526
564	0.09032029157
565	0.09031058361
566	0.09029700998
567	0.09028257111
568	0.09025903804
569	0.09023935575
570	0.09022543877
571	0.09021049324
572	0.09019718391
573	0.09019137692
574	0.09017322724
575	0.09016469642
576	0.09015030663
577	0.09014334654
578	0.09011558592
579	0.09010923375
580	0.09008849442
581	0.09007529392
582	0.09005343389
583	0.09003782759
584	0.09002227384
585	0.09000732507
586	0.08998596768
587	0.08996681177
588	0.08995691567
589	0.08995421864
590	0.08993978496
591	0.08991943295
592	0.08990810798
593	0.08989454858
594	0.08989347235
595	0.08988082889
596	0.08987077272
597	0.08986150094
598	0.08984053915
599	0.08981822408
600	0.08980971202
601	0.0898020102
602	0.08979403611
603	0.08977754816
604	0.08977078431
605	0.0897491485
606	0.08974105003
607	0.08972938626
608	0.08971553296
609	0.08971366879
610	0.08969533346
611	0.0896833239
612	0.08967605899
613	0.08965967356
614	0.0896473258
615	0.08963708342
616	0.08962554014
617	0.08962066206
618	0.08961573148
619	0.08960029023
620	0.08959869522
621	0.08958969415
622	0.08957094654
623	0.08956485748
624	0.08955520839
625	0.08954520489
626	0.0895284925
627	0.0895140849
628	0.08949653189
629	0.08948229699
630	0.08947104893
631	0.08946352179
632	0.08944472735
633	0.08942969899
634	0.08941912808
635	0.08939659528
636	0.08939394355
637	0.08936978101
638	0.08935246485
639	0.08933813484
640	0.08932553935
641	0.08931083011
642	0.08929888116
643	0.08929074842
644	0.0892747469
645	0.08925982145
646	0.08925646082
647	0.08924494251
648	0.08924445719
649	0.08924090781
650	0.08923059145
651	0.08922400114
652	0.08922275231
653	0.08921019476
654	0.08919740733
655	0.08918672566
656	0.08916975331
657	0.08916510114
658	0.08914716745
659	0.08914454269
660	0.0891366517
661	0.08912994416
662	0.0891196882
663	0.08910710619
664	0.08908341818
665	0.08906995695
666	0.08906308632
667	0.08905585207
668	0.08905058823
669	0.08903745119
670	0.08903041973
671	0.08902113711
672	0.08900579241
673	0.08900220084
674	0.08898144401
675	0.0889585003
676	0.08895143508
677	0.08893722524
678	0.08892107426
679	0.0889033174
680	0.08890096802
681	0.08888836864
682	0.08887915574
683	0.08887103754
684	0.08886213775
685	0.08885241721
686	0.08883959143
687	0.08883000658
688	0.08882032545
689	0.08881484568
690	0.08879920903
691	0.08878409962
692	0.08876440301
693	0.08874691792
694	0.08873986413
695	0.08873204991
696	0.08872557102
697	0.08871972351
698	0.08871311573
699	0.08870628425
700	0.08869253524
701	0.08866486323
702	0.08865490665
703	0.08864187799
704	0.08862601901
705	0.0886000482
706	0.08858494174
707	0.08857138985
708	0.08855113393
709	0.0885387233
710	0.08853150301
711	0.08852245215
712	0.0885067803
713	0.08849245945
714	0.08847849773
715	0.08846986719
716	0.08845993324
717	0.08845000218
718	0.08843563201
719	0.08843040072
720	0.08842513832
721	0.08840619444
722	0.08839133503
723	0.08837787045
724	0.08836603485
725	0.0883485847
726	0.08834085866
727	0.08832397303
728	0.08830816705
729	0.08829173267
730	0.08827753892
731	0.08826622119
732	0.08826203086
733	0.08825099217
734	0.08824252341
735	0.08823312147
736	0.08821518484
737	0.08820668298
738	0.08819735345
739	0.08818606401
740	0.08817714142
741	0.08816731288
742	0.08815977167
743	0.08814945876
744	0.08814144227
745	0.08813309928
746	0.08811710023
747	0.08810144098
748	0.08809054474
749	0.08807902311
750	0.08806597162
751	0.08804996547
752	0.08804347835
753	0.08803642452
754	0.08802599586
755	0.08801323388
756	0.08800447257
757	0.08799185876
758	0.08797856274
759	0.08796078039
760	0.08794806147
761	0.08793510973
762	0.08792315862
763	0.0879212542
764	0.08791790306
765	0.08790153352
766	0.08788919868
767	0.08788119205
768	0.08787197822
769	0.08786393711
770	0.08785655568
771	0.0878454022
772	0.08783614264
773	0.08782392638
774	0.08781252113
775	0.08780459628
776	0.08779070175
777	0.08776286396
778	0.08775201199
779	0.08774326464
780	0.08772884133
781	0.08772190311
782	0.08771178492
783	0.08770605001
784	0.08769300652
785	0.08768401929
786	0.08767564216
787	0.08766587188
788	0.08765861946
789	0.08764178975
790	0.08764053783
791	0.08762434622
792	0.08761484294
793	0.08760396847
794	0.08760026757
795	0.08759027744
796	0.0875801896
797	0.0875693052
798	0.08756039267
799	0.08755755821
800	0.08755673575
801	0.08753633533
802	0.08752578633
803	0.08751606182
804	0.08751555047
805	0.0875051852
806	0.08750148105
807	0.08749265248
808	0.08748189809
809	0.08747308077
810	0.08745851437
811	0.08744592733
812	0.08743665358
813	0.0874303047
814	0.08740642072
815	0.08738850288
816	0.08737314735
817	0.08736716628
818	0.08735894406
819	0.08735699673
820	0.08734648216
821	0.08733625049
822	0.08733166472
823	0.08732987927
824	0.08732910727
825	0.0873192058
826	0.08730591827
827	0.08730381894
828	0.08729385025
829	0.08728372092
830	0.08727254895
831	0.08725933973
832	0.08723688226
833	0.0872206029
834	0.08721179133
835	0.08720069266
836	0.08719119128
837	0.08719076306
838	0.08718214379
839	0.08717314639
840	0.08716603799
841	0.08716313674
842	0.08714605226
843	0.08714474738
844	0.087138749
845	0.08713058788
846	0.08712207609
847	0.0871105518
848	0.08710355497
849	0.08709657789
850	0.08708118222
851	0.08707418804
852	0.08706550586
853	0.0870546506
854	0.08703941862
855	0.08703912332
856	0.08703081392
857	0.08702811057
858	0.08701544532
859	0.08700964243
860	0.08699536136
861	0.08698434292
862	0.0869819167
863	0.08697196172
864	0.0869595796
865	0.08694764961
866	0.08693176509
867	0.08692597974
868	0.08691670726
869	0.08690326163
870	0.08690285872
871	0.08689474656
872	0.08688252186
873	0.08687174671
874	0.08686935565
875	0.0868579146
876	0.08684907023
877	0.08682627044
878	0.08681664835
879	0.08680597035
880	0.08678880892
881	0.08677331668
882	0.08676076061
883	0.0867536944
884	0.08673742034
885	0.08673460187
886	0.08673194502
887	0.08671716575
888	0.08670047137
889	0.0866938044
890	0.08669060104
891	0.08668536427
892	0.08667004798
893	0.08666273972
894	0.08665858028
895	0.08664832556
896	0.0866404189
897	0.08663557099
898	0.08662030692
899	0.08661441334
900	0.08660606357
901	0.08660567772
902	0.0865917275
903	0.08657611921
904	0.08655975499
905	0.08654882174
906	0.08653859997
907	0.08652588296
908	0.08652442036
909	0.08651808042
910	0.08650731308
911	0.08650059416
912	0.08649208375
913	0.08647111623
914	0.08646957062
915	0.08646229685
916	0.0864503898
917	0.0864487776
918	0.08643833703
919	0.08642458469
920	0.08641636969
921	0.08639918269
922	0.08639250945
923	0.08638035148
924	0.08637633364
925	0.08636390843
926	0.08635545177
927	0.08634303367
928	0.08633039577
929	0.08632354989
930	0.08631334033
931	0.08630853397
932	0.08629723758
933	0.08628577383
934	0.0862702789
935	0.08626554831
936	0.08625159214
937	0.0862363229
938	0.08622132421
939	0.08621232433
940	0.08619937322
941	0.08618400944
942	0.08616735464
943	0.08616140322
944	0.08614407601
945	0.08613309068
946	0.08612697331
947	0.08611753352
948	0.0861133201
949	0.08609100556
950	0.08607607087
951	0.08606506939
952	0.08606239674
953	0.08605118541
954	0.08604087301
955	0.08603890555
956	0.08602560325
957	0.08601169244
958	0.08599307519
959	0.08598494916
960	0.08597709531
961	0.08596217172
962	0.08594507789
963	0.08593131157
964	0.08592481192
965	0.08590616716
966	0.08589285423
967	0.08587894271
968	0.08586848759
969	0.08586545152
970	0.08585511913
971	0.08584346608
972	0.08582880756
973	0.08581539072
974	0.0858002319
975	0.08579313776
976	0.08579122869
977	0.08578984883
978	0.08577516723
979	0.08575490467
980	0.08574156139
981	0.08572076824
982	0.0857178316
983	0.08571259297
984	0.08570352603
985	0.08568989731
986	0.0856880334
987	0.08567246535
988	0.08565169738
989	0.08563635048
990	0.08561754639
991	0.08559756378
992	0.08558324361
993	0.0855782717
994	0.085573007
995	0.08556106522
996	0.08554717638
997	0.08553108563
998	0.08551287304
999	0.08550710147
